id,title,type,release_year,age_certification,runtime,seasons,imdb_score,imdb_votes,country,genre
ts83251,Magic For Humans,Show,2018,TV-14,24,3,7.1,3316,US,"Comedy, Reality"
ts55194,Bill Nye Saves The World,Show,2017,TV-14,30,3,3.5,7233,US,Comedy
ts84335,1983,Show,2018,TV-MA,57,1,6.8,4173,PL,"Drama, Crime, Thriller"
ts53936,Innocent,Show,2017,TV-14,51,1,8.4,17727,TR,"Drama, Crime"
ts83763,Black Earth Rising,Show,2018,TV-MA,59,1,7.4,4790,GB,"Crime, Thriller"
ts82892,I Am A Killer,Show,2018,TV-MA,46,2,7.4,3937,GB,"Crime, Documentation"
ts79422,Nailed It!,Show,2018,TV-PG,33,6,7.4,4682,US,"Reality, Comedy"
ts80523,Aggretsuko,Show,2018,TV-14,16,4,8,6005,JP,"Animation, Music, Romance, Comedy, Drama"
ts83561,Immortals,Show,2018,TV-MA,28,1,5.4,3087,TR,"Scifi, Action, Drama, Fantasy, Thriller, Music"
ts78382,On My Block,Show,2018,TV-14,29,4,7.9,15642,US,"Comedy, Drama"
ts86296,Sunderland 'Til I Die,Show,2018,TV-MA,41,2,8.1,7943,GB,"Documentation, Sport"
ts41527,Gypsy,Show,2017,TV-MA,59,1,6.8,16133,US,"Drama, Thriller"
ts78507,Alexa & Katie,Show,2018,TV-Y7,25,4,7.4,4687,US,"Comedy, Drama"
ts57464,Life Sentence,Show,2018,TV-14,42,1,6.4,3855,US,"Drama, Comedy"
ts228255,Cry Babies Magic Tears,Show,2018,TV-Y,12,2,4.8,36,FR,"Animation, Family"
ts58175,She'S Gotta Have It,Show,2017,TV-MA,32,2,6.8,4624,US,Comedy
ts77525,The Toys That Made Us,Show,2017,TV-14,45,3,8,5545,US,"Documentation, Comedy, History"
ts58225,The Standups,Show,2017,TV-MA,30,3,6.6,1225,US,Comedy
ts84243,Baby,Show,2018,TV-MA,45,3,6.8,10990,IT,Drama
ts78231,Unsolved: The Murders Of Tupac And The Notorious B.I.G.,Show,2018,TV-MA,45,1,7.8,7651,US,Crime
ts56594,Disjointed,Show,2017,TV-MA,27,2,6.8,9980,US,Comedy
ts53101,Voice,Show,2017,TV-14,63,4,7.5,1949,KR,"Crime, Thriller, Action"
ts81885,The Good Cop,Show,2018,TV-PG,49,1,6.9,5620,US,"Comedy, Drama, Crime, Documentation"
ts77783,Record Of Grancrest War,Show,2018,TV-14,24,1,7.1,893,JP,"Scifi, Action, Fantasy, War, Animation"
ts79020,Hitler'S Circle Of Evil,Show,2018,TV-14,52,1,8,4241,GB,"Documentation, War, History"
ts77799,Rotten,Show,2018,TV-MA,56,2,7.2,3675,US,Documentation
ts75749,Because This Is My First Life,Show,2017,TV-14,56,1,8.2,4168,KR,"Comedy, Drama, Romance"
ts86945,Abby Hatcher,Show,2018,TV-Y,20,3,6.1,163,US,"Fantasy, Animation, Comedy, Family"
ts84056,Unauthorized Living,Show,2018,TV-MA,76,2,7.4,4555,ES,Drama
ts89069,Lego Friends: Girls On A Mission,Show,2018,TV-Y,11,4,7.7,106,"DK, US",Animation
ts76417,Tabula Rasa,Show,2017,TV-MA,52,1,8,10161,BE,"Drama, Horror, Thriller, European"
ts86814,Murder Mountain,Show,2018,TV-MA,49,1,6.8,3045,US,"Crime, Documentation"
ts85837,Sky Castle,Show,2018,TV-MA,68,1,8.6,2835,KR,Drama
ts76313,Sisters,Show,2017,TV-14,36,1,7.5,1729,AU,"Drama, Comedy"
ts75355,Suburra: Blood On Rome,Show,2017,TV-MA,48,3,7.9,14346,IT,"Crime, Action, European"
ts76486,Just Between Lovers,Show,2017,TV-14,73,1,8.2,1872,KR,"Drama, Romance"
ts82372,The Epic Tales Of Captain Underpants,Show,2018,TV-Y7,24,4,6.7,879,US,"Animation, Comedy, Family, Action"
ts79045,Ugly Delicious,Show,2018,TV-MA,51,2,7.8,3505,US,Documentation
ts81757,The House Of Flowers,Show,2018,TV-MA,31,3,7.6,7722,MX,"Drama, Comedy"
ts55491,Somewhere Between,Show,2017,TV-14,42,1,6.2,5746,US,"Crime, Drama, Scifi, Thriller"
ts77600,Hot Date,Show,2017,TV-MA,19,2,7.1,616,US,Comedy
ts80411,Lawless Lawyer,Show,2018,TV-14,64,1,7.7,1572,KR,"Action, Crime, Drama, Thriller"
ts78217,Welcome To The Family,Show,2018,TV-MA,48,2,6.6,442,ES,Comedy
ts56201,Cloudy With A Chance Of Meatballs,Show,2017,TV-Y7,11,2,3.4,750,CA,"Action, Fantasy, Scifi, Animation, Comedy, Family"
ts88234,Man Like Mobeen,Show,2017,TV-MA,22,3,8,2664,GB,Comedy
ts53960,Granblue Fantasy: The Animation,Show,2017,TV-14,23,2,6.4,391,JP,"Scifi, Animation, Fantasy"
ts81414,Meteor Garden,Show,2018,TV-14,45,1,7.9,3921,CN,"Comedy, Family, Drama, Romance"
ts77014,Wolf,Show,2018,TV-MA,80,1,8.1,7426,TR,"War, Drama, Action, Thriller"
ts56993,Fallet,Show,2017,TV-MA,28,1,6.8,1873,SE,"Drama, Comedy, Crime, European"
ts81542,The Hollow,Show,2018,TV-Y7,24,2,7.1,4198,CA,"Comedy, Scifi, Animation, Drama, Family"
ts83232,The Mire,Show,2018,TV-MA,51,2,7,4312,PL,"Crime, Drama, Thriller"
ts83071,Afflicted,Show,2018,TV-MA,42,1,5.1,1119,BR,"Reality, Documentation"
ts77545,Dope,Show,2017,TV-MA,48,3,7.3,1643,US,"War, Crime, Documentation, Thriller, Comedy, Drama"
ts83540,Paradise Pd,Show,2018,TV-MA,27,3,6.8,17779,US,"Comedy, Crime, Animation, Action"
ts236347,Thus Spoke Kishibe Rohan,Show,2017,TV-MA,24,1,7.6,1131,JP,"Action, Scifi, Thriller, Animation, Drama, Fantasy"
ts78206,Welcome To Waikiki,Show,2018,TV-MA,64,3,8.3,2038,KR,"Drama, Comedy, Reality"
ts84135,The Inmate,Show,2018,TV-MA,53,1,6.9,2641,MX,"Crime, Thriller, Drama"
ts79026,The Innocents,Show,2018,TV-MA,46,2,6.2,5784,GB,"Drama, Scifi, Horror, Romance, Thriller"
ts321277,Daniel Sloss: Live Shows,Show,2018,TV-MA,60,1,8.5,3387,US,Comedy
ts84646,Warrior,Show,2018,TV-MA,42,1,6.7,1966,DK,"Action, Drama, Crime"
ts56033,Surviving Escobar - Alias Jj,Show,2017,TV-MA,42,1,7.7,985,CO,"Crime, Drama"
ts70631,Children Of The Whales,Show,2017,TV-14,24,1,7.1,1524,JP,"Scifi, Animation, Drama, Fantasy"
ts78291,Dogs Of Berlin,Show,2018,TV-MA,60,1,7.5,12453,DE,"Drama, Thriller, Action, Crime"
ts57985,Free Rein,Show,2017,TV-G,28,3,7,2062,US,"Comedy, Drama, Family, Action, Documentation"
ts80600,Luis Miguel: The Series,Show,2018,TV-14,56,3,8,4556,MX,"Drama, Romance, History, Music"
ts55232,Cyborg 009: Call Of Justice,Show,2017,TV-14,24,1,5.7,217,JP,"Action, Scifi, Animation"
ts79182,Cocaine Coast,Show,2018,TV-MA,67,1,7.9,3696,ES,"Drama, Thriller, Crime"
ts85967,Bumping Mics With Jeff Ross & Dave Attell,Show,2018,TV-MA,34,1,7.7,1145,US,Comedy
ts78031,Ultraviolet,Show,2017,TV-MA,46,2,7,1573,PL,"Drama, Crime, European"
ts86682,7 Days Out,Show,2018,TV-PG,50,1,6.8,531,US,Documentation
ts75286,Greenhouse Academy,Show,2017,TV-PG,23,4,6.6,5967,US,Drama
ts82218,Hi Score Girl,Show,2018,TV-PG,27,2,8,1952,JP,"Action, Animation, Comedy, Romance"
ts75341,Final Fantasy Xiv: Dad Of Light,Show,2017,TV-PG,30,1,7.2,592,JP,Drama
ts83906,Car Masters: Rust To Riches,Show,2018,TV-PG,39,3,8.4,10024,US,Reality
ts82565,Sparta,Show,2018,TV-MA,53,1,6.6,443,RU,"Drama, Thriller"
ts78789,Re: Mind,Show,2017,TV-MA,23,1,4.9,1531,JP,"Drama, Thriller"
ts92825,Lego Jurassic World: The Secret Exhibit,Show,2018,TV-Y,22,1,6.2,244,US,"Scifi, Animation, Action, Comedy, Family"
ts56125,Ingobernable,Show,2017,TV-MA,40,3,7.2,3052,MX,"War, Crime, Drama, Thriller"
ts55978,Samurai Gourmet,Show,2017,Others,22,1,8.1,2053,JP,Comedy
ts79409,A.I.C.O. -Incarnation-,Show,2018,TV-14,24,1,6.3,1189,JP,"Scifi, Animation, Action"
ts53399,Eternal Love,Show,2017,TV-14,45,1,8.4,2214,CN,"Scifi, Drama, Fantasy, Romance, Family"
ts77787,Pop Team Epic,Show,2018,TV-MA,23,2,6.9,815,JP,"Comedy, Animation"
ts82127,Sirius The Jaeger,Show,2018,TV-MA,23,1,6.7,1883,JP,"Scifi, Action, History, Horror, Animation"
ts78353,Misty,Show,2018,TV-MA,71,1,8.1,596,KR,"Crime, Romance, Thriller, Drama"
ts103638,Standup And Away! With Brian Regan,Show,2018,TV-PG,25,1,5.7,390,US,Comedy
ts77034,A Love So Beautiful,Show,2017,TV-14,41,1,8,1386,CN,"Drama, Comedy, Romance"
ts76511,The Big Family Cooking Showdown,Show,2017,TV-PG,59,2,7,665,GB,"Reality, European"
ts55348,Qb1: Beyond The Lights,Show,2017,TV-14,32,3,7.7,895,US,"Reality, Documentation, Sport"
ts80208,Fugitiva,Show,2018,TV-MA,90,1,5.6,658,ES,"Drama, Crime, Thriller, Action"
ts82559,Amazing Interiors,Show,2018,TV-PG,26,1,6.6,797,"US, GB",Documentation
ts80090,The Piano Forest,Show,2018,TV-PG,26,2,7.1,883,JP,"Drama, Comedy, Animation"
ts80313,Bobby Kennedy For President,Show,2018,TV-MA,61,1,8.1,1759,US,"Documentation, Drama"
ts90994,Chip And Potato,Show,2018,TV-Y,15,3,6.4,155,US,Animation
ts84346,Falsa Identidad,Show,2018,TV-14,43,2,7,351,"US, MX","Action, Thriller, Crime, Drama"
ts84833,Diablero,Show,2018,TV-MA,38,2,6.8,2521,MX,"Scifi, Drama, Fantasy, Horror, Thriller, Family"
ts84932,Super Drags,Show,2018,TV-MA,25,1,5.4,1685,BR,"Comedy, Fantasy, Animation"
ts81734,Chosen,Show,2018,TV-14,70,2,5.2,127,CN,Action
ts79679,The Yard,Show,2018,TV-MA,108,3,7.2,1605,TR,"Drama, Crime"
ts78053,Kakegurui,Show,2018,TV-MA,30,2,6.8,966,JP,"Drama, Thriller"
ts80057,Last Hope,Show,2018,TV-14,24,1,5.8,427,JP,"Scifi, Animation, Action"
ts111582,The Platform,Show,2018,TV-14,45,2,6.2,7,ES,Music
ts80413,Busted!,Show,2018,TV-14,75,3,7.6,898,KR,"Comedy, Reality"
ts85659,3below: Tales Of Arcadia,Show,2018,TV-Y7,22,2,7.7,5927,US,"Comedy, Scifi, Action, Animation, Family, Fantasy"
ts82298,Familiar Wife,Show,2018,TV-MA,61,1,7.6,937,KR,"Scifi, Drama, Fantasy, Romance"
ts54050,Ultimate Beastmaster,Show,2017,TV-PG,59,3,7.3,2359,US,"Reality, Action"
ts57196,The World'S Most Extraordinary Homes,Show,2017,TV-G,54,2,7.6,3380,GB,"Documentation, European"
ts55936,My Secret Romance,Show,2017,TV-14,52,1,7.2,3108,KR,"Comedy, Romance"
ts84597,Fightworld,Show,2018,TV-MA,42,1,7.6,806,US,Documentation
ts78767,First Team: Juventus,Show,2018,TV-G,36,2,7.3,2061,IT,"Scifi, Sport, Documentation, Reality"
ts85732,The Final Table,Show,2018,TV-PG,43,1,7.6,3989,US,Reality
ts82875,Switched,Show,2018,TV-MA,39,1,7.1,1402,JP,"Drama, Scifi"
ts80059,Trump: An American Dream,Show,2017,TV-14,55,1,7.2,4003,GB,"Documentation, European"
ts36650,Apaches,Show,2018,TV-MA,67,1,7,293,ES,"Drama, Crime, Thriller, Action, European"
ts57300,Marlon,Show,2017,TV-PG,21,2,7,4056,US,Comedy
ts56636,My Sassy Girl,Show,2017,TV-14,41,1,6.9,561,KR,"Comedy, Romance"
ts84780,Wild District,Show,2018,TV-MA,45,2,8.2,1898,CO,"Drama, Thriller, Action, Crime"
ts77770,Fate/Extra Last Encore,Show,2018,Others,25,2,5.4,772,JP,"Action, Fantasy, Animation"
ts78913,Live,Show,2018,Others,46,1,8.3,1208,KR,"Drama, Comedy, Crime"
ts76478,Prison Playbook,Show,2017,Others,91,1,8.5,3060,KR,"Comedy, Drama"
ts82296,My Id Is Gangnam Beauty,Show,2018,TV-MA,63,1,7.4,3774,KR,"Drama, Comedy, Romance"
ts79330,Girls Incarcerated,Show,2018,TV-MA,45,2,7.3,1073,GB,"Reality, Documentation"
ts85202,Brainchild,Show,2018,TV-Y7,25,1,8.1,415,US,"Documentation, Family"
ts83457,Cleo & Cuquin,Show,2018,TV-Y,7,2,8,98,"ES, US","Animation, Family"
ts82181,Back Street Girls: Goku Dolls,Show,2018,TV-MA,24,1,6.6,815,JP,"Comedy, Animation"
ts80042,Reboot: The Guardian Code,Show,2018,TV-G,23,2,3.8,1189,CA,"Action, Scifi, Comedy, Drama"
ts75718,Neo Yokio,Show,2017,TV-MA,23,2,5.9,3359,US,"Scifi, Action, Animation, Comedy, Fantasy"
ts75620,Black,Show,2017,TV-MA,78,2,8,3665,KR,"Scifi, Drama, Action, Thriller, Horror, Romance, Crime, Fantasy"
ts76159,Super Monsters,Show,2017,TV-Y,12,3,6.3,411,CA,"Animation, Comedy, Family, Horror"
ts76793,Shot In The Dark,Show,2017,TV-MA,35,1,8,1770,US,"Reality, Documentation, Thriller"
ts55627,Time: The Kalief Browder Story,Show,2017,TV-MA,22,1,8.5,2641,US,Documentation
ts89067,Love And Fortune,Show,2018,TV-MA,69,1,7.3,547,JP,"Drama, Romance"
ts78145,Drug Lords,Show,2018,TV-MA,45,2,6.8,1305,US,Documentation
ts83407,Follow This,Show,2018,TV-MA,18,3,4.9,710,US,Documentation
ts85953,Paprika,Show,2018,TV-Y,13,1,7.5,26,US,"Animation, Family"
ts83213,The Rise Of Phoenixes,Show,2018,TV-14,45,1,8.4,1477,CN,"Drama, History, Romance"
ts77467,Terrace House: Opening New Doors,Show,2017,Others,40,6,7.8,952,JP,"Reality, Drama"
ts84799,Victim Number 8,Show,2018,Others,30,1,7,1994,ES,"Drama, Crime, Fantasy, Action, Thriller"
ts57291,Unrequited Love,Show,2017,Others,39,1,6.7,10,JP,Drama
ts85810,Al Hayba,Show,2017,TV-PG,45,5,7.5,1201,AE,"Action, Thriller, Crime, Romance, Drama"
ts85217,Motown Magic,Show,2018,TV-Y,17,2,7.9,292,US,"Animation, Comedy, Family, Fantasy, Music"
ts89372,Titipo Titipo,Show,2018,TV-Y,18,2,6.6,19,KR,Animation
ts79988,Lost Song,Show,2018,TV-14,24,1,7,375,JP,"Scifi, Action, Animation, Drama, Fantasy, Music, Romance"
ts78692,Rapture,Show,2018,TV-MA,60,1,5.4,11,US,"Documentation, Scifi, Thriller, Horror, Music"
ts84782,Larva Island,Show,2018,TV-Y7,8,2,6.6,416,"KR, US","Comedy, Animation"
ts82419,Zac & Mia,Show,2017,TV-14,20,2,7.8,622,US,Drama
ts95011,Move,Show,2018,TV-MA,25,1,7.5,112,US,Documentation
ts92726,They'Ve Gotta Have Us,Show,2018,TV-14,59,1,7.7,292,GB,Documentation
ts83070,72 Dangerous Animals: Asia,Show,2018,TV-14,47,1,6.6,517,US,Documentation
ts85618,Prince Of Peoria,Show,2018,TV-Y7,26,2,5.7,471,US,"Comedy, Family"
ts81596,Black Crows,Show,2017,TV-MA,39,1,5.4,295,"AE, SA, SY","War, Drama, Thriller"
ts85276,Hymn Of Death,Show,2018,Others,45,1,7.6,1104,KR,"Drama, History, Music, Romance"
ts81485,Ponysitters Club,Show,2018,TV-Y,23,2,6,116,US,Family
ts82445,Ashes Of Love,Show,2018,TV-14,43,1,8.5,1875,CN,"Drama, Comedy, Thriller, Fantasy, Romance"
ts83045,Accidentally In Love,Show,2018,TV-14,29,1,7.6,1100,CN,"Comedy, Drama, Music, Romance"
ts78707,The Joel Mchale Show With Joel Mchale,Show,2018,TV-MA,29,2,7.1,2378,US,Comedy
ts76245,The Day I Met El Chapo: The Kate Del Castillo Story,Show,2017,TV-MA,55,1,6.8,1073,MX,Documentation
ts79086,Mariposa De Barrio,Show,2017,TV-MA,46,1,7.6,238,US,Drama
ts84200,Best.Worst.Weekend.Ever.,Show,2018,TV-PG,25,1,6.4,297,US,"Comedy, Family"
ts82192,Samantha!,Show,2018,TV-MA,28,2,6.6,513,BR,Comedy
ts55533,Legend Quest,Show,2017,TV-Y7,26,1,7.3,446,MX,"Animation, Comedy, Fantasy"
ts82843,The Curious Creations Of Christine Mcconnell,Show,2018,TV-PG,27,1,7.7,2391,US,"Reality, Comedy, Horror"
ts74959,Yummy Mummies,Show,2017,Others,41,2,4,673,AU,"Reality, Comedy"
ts78099,72 Dangerous Animals: Latin America,Show,2017,Others,43,1,6.5,559,"AU, US",Documentation
ts82323,On Children,Show,2018,Others,100,1,7.2,380,TW,"Drama, Family, Scifi"
ts75887,Paul Hollywood'S Big Continental Road Trip,Show,2017,TV-14,58,1,7.4,206,GB,"Documentation, European"
ts90941,"Heidi, Bienvenida A Casa",Show,2017,TV-Y,46,1,6.2,20,AR,"Comedy, Family"
ts84644,Westside,Show,2018,TV-MA,47,1,6,168,US,Reality
ts55484,My Only Love Song,Show,2017,TV-MA,36,1,7,647,KR,"Drama, Comedy, Fantasy, Romance"
ts81856,Borges,Show,2018,TV-MA,24,2,6.2,168,BR,Comedy
ts76771,Stretch Armstrong & The Flex Fighters,Show,2017,TV-G,23,2,6.2,307,US,"Action, Comedy, Scifi, Animation"
ts79585,Dinotrux: Supercharged,Show,2017,TV-Y7,23,3,7.5,94,US,"Family, Animation, Action, Comedy"
ts82564,Jimmy: The True Story Of A True Idiot,Show,2018,TV-MA,42,1,6.8,77,JP,"Drama, Comedy"
ts83430,Smoking,Show,2018,TV-MA,24,2,7.4,456,JP,"Drama, Crime, Comedy"
ts80859,Here To Heart,Show,2018,TV-14,45,1,7.5,219,CN,"Drama, Romance"
ts75357,Lego Elves: Secrets Of Elvendale,Show,2017,TV-Y7,24,1,6.9,163,US,"Scifi, Animation, Fantasy"
ts79707,Edha,Show,2018,TV-MA,40,1,4.9,632,AR,Drama
ts93947,Wrong Kind Of Black,Show,2018,TV-MA,16,1,7.7,148,AU,"Comedy, Drama"
ts84167,Age Of Rebellion,Show,2018,TV-MA,83,1,8.6,49,TW,"Drama, Romance, Crime"
ts81886,All About The Washingtons,Show,2018,TV-G,23,1,4.8,708,US,"Comedy, Music"
ts82085,Ainori Love Wagon: Asian Journey,Show,2017,Others,27,2,6.8,271,JP,Reality
ts229123,Little Singham,Show,2018,Others,12,2,3.5,91,IN,Action
ts83204,Million Pound Menu,Show,2018,Others,59,2,6.5,563,GB,Reality
ts83663,A Taiwanese Tale Of Two Cities,Show,2018,Others,68,2,6.1,159,TW,Drama
ts75491,Fire Chasers,Show,2017,Others,58,1,6.6,368,US,Documentation
ts77219,Part-Time Idol,Show,2017,TV-14,40,1,6.7,108,KR,"Drama, Family, Music, Comedy"
ts75320,A Boy Named Flora A,Show,2017,TV-MA,89,2,7.9,314,TW,"Drama, Comedy"
ts57913,Strongest Deliveryman,Show,2017,TV-MA,55,1,7.4,626,KR,"Drama, Romance"
ts81632,A House Of Blocks,Show,2017,TV-MA,84,1,2.3,137,TW,"Horror, Drama"
ts83710,First And Last,Show,2018,TV-MA,44,1,6.7,421,US,Documentation
ts77011,The Many Faces Of Ito,Show,2017,Others,30,1,6.7,244,JP,"Drama, Comedy, Romance"
ts57281,All Hail King Julien: Exiled,Show,2017,TV-Y7,23,1,7.5,559,US,"Animation, Comedy, Family, Fantasy"
ts87591,Justice: Qalb Al Adala,Show,2017,TV-14,37,1,5.6,155,US,"Drama, Crime"
ts80692,Rea(L)Ove,Show,2018,TV-MA,45,1,6.6,210,JP,Reality
ts55576,Buddy Thunderstruck,Show,2017,TV-Y7,22,2,7.8,489,US,"Comedy, Sport, Animation, Action, Family"
ts76646,Blazing Transfer Students,Show,2017,TV-MA,26,1,7,116,JP,"Action, Comedy"
ts81857,Club De Cuervos Presents: The Ballad Of Hugo Sánchez,Show,2018,TV-MA,32,1,6.4,816,MX,"Comedy, Drama"
ts86302,Check The Store Next Door,Show,2018,TV-14,30,2,7.8,129,ID,"Comedy, Drama"
ts119220,The Hollywood Masters,Show,2017,TV-MA,34,3,7.2,86,US,Documentation
ts272185,Running Man,Show,2017,Others,11,1,8.4,32,KR,"Animation, Comedy"
ts53166,Julie'S Greenroom,Show,2017,Others,26,1,8.2,328,US,"Comedy, Family"
ts75138,Argon,Show,2017,Others,63,1,7.3,261,KR,Drama
ts84985,Robozuna,Show,2018,Others,22,3,6.6,92,GB,Animation
ts84038,Battlefish,Show,2018,Others,45,1,7,426,US,Reality
ts85250,Kulipari: Dream Walker,Show,2018,TV-Y7,19,1,7.7,91,US,"Fantasy, Animation, Action"
ts56251,Id-0,Show,2017,TV-14,24,1,6.2,320,JP,"Scifi, Animation, Action, Drama"
ts82160,Harvey Street Kids,Show,2018,TV-Y7,24,4,6.8,249,US,"Action, Family, Animation, Comedy"
ts97584,Highland: Thailand'S Marijuana Awakening,Show,2017,TV-MA,20,1,6.2,24,US,Documentation
ts106126,The Bonfire Of Destiny,Show,2019,TV-MA,50,1,7.6,4442,FR,"Drama, History"
ts82500,Treehouse Detectives,Show,2018,TV-Y7,24,3,7.6,93,N/A,Animation
ts80751,The Break With Michelle Wolf,Show,2018,TV-MA,30,1,5.1,1862,US,Comedy
ts80993,Kibaoh Klashers,Show,2017,TV-Y7,24,2,6.3,17,CN,Scifi
ts58061,Memories Of Love,Show,2018,TV-PG,44,1,5.9,16,CN,"Drama, Romance"
ts80671,We Speak Dance,Show,2018,TV-MA,22,1,7.5,148,US,Documentation
ts84372,Yg Future Strategy Office,Show,2018,TV-MA,27,1,6.9,204,KR,Comedy
ts84341,What She Put On The Table,Show,2017,TV-14,85,1,7.3,30,TW,Drama
ts78444,Luna Petunia Return To Amazia,Show,2018,TV-Y,24,2,4.8,48,US,Animation
ts86497,Russian Doll,Show,2019,TV-MA,28,2,7.8,88945,US,"Drama, Comedy"
ts57116,Ask The Doctor,Show,2017,Others,28,3,6.5,289,AU,Documentation
ts216679,Bridgerton,Show,2020,TV-MA,62,4,7.3,122036,US,"Drama, Romance"
ts87466,Demon Slayer: Kimetsu No Yaiba,Show,2019,TV-MA,25,3,8.7,88265,JP,"Animation, Scifi, Action, Fantasy, Thriller, Horror"
ts82915,Sex Education,Show,2019,TV-MA,52,4,8.3,251168,GB,"Drama, Comedy"
ts81007,After Life,Show,2019,TV-MA,28,3,8.5,124972,GB,"Comedy, Drama"
ts88361,"Love, Death & Robots",Show,2019,TV-MA,13,3,8.4,131937,US,"Scifi, Thriller, Fantasy, Horror, Animation, Action, Drama, Comedy"
ts76645,The Umbrella Academy,Show,2019,TV-14,52,3,8,202522,US,"Comedy, Drama, Fantasy, Scifi, Action"
ts57327,The Witcher,Show,2019,TV-MA,58,2,8.2,465949,US,"Scifi, Action, Drama, Fantasy, Horror"
ts87453,Space Force,Show,2020,TV-MA,30,2,6.7,61739,US,Comedy
ts88613,Formula 1: Drive To Survive,Show,2019,TV-MA,38,6,8.6,36661,GB,"Documentation, Sport"
ts89259,The Queen'S Gambit,Show,2020,TV-MA,56,1,8.6,406350,US,"Drama, Sport"
ts89339,Selling Sunset,Show,2019,TV-MA,35,5,6.5,5482,US,Reality
ts95997,Raising Dion,Show,2019,TV-G,43,2,7.1,14464,US,"Scifi, Drama"
ts55762,Kingdom,Show,2019,TV-MA,48,2,8.3,43760,KR,"Action, Thriller, Drama, Scifi, Horror, History"
ts89564,Black Summer,Show,2019,TV-MA,39,2,6.5,28657,US,"Scifi, Action, Drama, Horror, Thriller"
ts84633,The Promised Neverland,Show,2019,TV-MA,23,2,8.4,34730,JP,"Scifi, Action, Thriller, Drama, Fantasy, Horror, Animation"
ts88379,Dracula,Show,2020,TV-MA,88,1,6.8,45971,GB,"Action, Drama, Fantasy, Horror, Thriller"
ts57213,The Dark Crystal: Age Of Resistance,Show,2019,TV-PG,51,1,8.4,24164,"GB, US","Scifi, Drama, Animation, Fantasy, Family, Horror, Action"
ts82913,When They See Us,Show,2019,TV-MA,74,1,8.9,114127,US,"Drama, History, Crime"
ts241248,Cocomelon,Show,2019,TV-PG,8,4,4.9,522,"US, GB","Animation, Comedy, Family"
ts80709,Another Life,Show,2019,TV-MA,42,2,5.2,35108,US,"Scifi, Thriller, Drama"
ts83082,Living With Yourself,Show,2019,TV-MA,26,2,7.2,30134,US,"Drama, Comedy, Scifi"
ts218569,The Movies That Made Us,Show,2019,TV-PG,47,3,7.6,6147,US,"History, Documentation, Family"
ts113842,Giri/Haji,Show,2019,TV-MA,58,1,7.8,13570,GB,"Thriller, Crime, Drama"
ts223210,Don'T F**K With Cats: Hunting An Internet Killer,Show,2019,TV-MA,62,1,8,50250,"US, GB","Crime, Documentation"
ts246072,Barbarians,Show,2020,TV-MA,47,1,7.2,23180,DE,"Action, Drama, History"
ts219101,Marianne,Show,2019,TV-MA,49,1,7.4,14518,FR,"Thriller, Drama, Horror"
ts221200,The Haunting Of Bly Manor,Show,2020,TV-MA,55,1,7.3,96015,US,"Drama, Scifi, Thriller, Horror"
ts83555,"Roswell, New Mexico",Show,2019,TV-14,42,3,6.2,11928,US,"Scifi, Drama, Romance"
ts105047,To The Lake,Show,2019,TV-MA,43,2,7.2,12456,RU,"Scifi, Thriller, Drama"
ts222988,Love On The Spectrum,Show,2019,TV-14,42,2,8.6,5210,AU,"Reality, Documentation, Romance"
ts90729,Away,Show,2020,TV-14,50,1,6.6,23706,US,"Scifi, Drama, Romance"
ts224859,The Pharmacist,Show,2020,TV-MA,54,1,7.7,6989,US,"Crime, Documentation"
ts103329,Ghost In The Shell: Sac_2045,Show,2020,TV-14,25,2,6.2,2020,JP,"Scifi, Animation, Action, Thriller, Crime, Drama"
ts84663,The Politician,Show,2019,TV-14,43,2,7.5,21887,US,"Comedy, Drama"
ts86165,The Society,Show,2019,TV-MA,56,1,7,27693,US,"Scifi, Thriller, Drama"
ts215683,The Untamed,Show,2019,TV-14,44,1,8.8,5963,CN,"Action, Comedy, Romance, Drama, Fantasy, Horror"
ts85398,Our Planet,Show,2019,TV-G,50,1,9.3,41386,GB,Documentation
ts218802,The Family,Show,2019,TV-14,26,1,6.4,3491,US,"Documentation, Sport, Reality"
ts129445,The Spy,Show,2019,TV-MA,53,1,7.9,40535,FR,"Drama, History"
ts84993,Daybreak,Show,2019,TV-MA,44,1,6.7,19398,US,"Scifi, Drama, Fantasy, Horror, Thriller, Comedy, Action"
ts89014,Dc Super Hero Girls,Show,2019,TV-PG,10,2,7.2,1193,US,"Scifi, Comedy, Family, Fantasy, Drama, Animation, Action"
ts250801,Dark Desire,Show,2020,TV-MA,34,2,6.5,7135,MX,"Drama, Thriller"
ts281928,Unsolved Mysteries,Show,2020,TV-MA,49,2,7.3,9391,US,"Documentation, Drama, Thriller, Crime"
ts83491,What / If,Show,2019,TV-MA,59,1,6.3,15135,US,"Drama, Thriller"
ts223404,It'S Okay To Not Be Okay,Show,2020,TV-MA,76,1,8.6,21104,KR,"Drama, Comedy, Romance"
ts93054,Trinkets,Show,2019,TV-MA,26,2,7,10263,US,"Comedy, Crime, Drama"
ts82851,Messiah,Show,2020,TV-MA,45,1,7.6,42018,US,"Drama, Thriller"
ts216522,Beastars,Show,2019,TV-MA,23,2,7.7,9440,JP,"Drama, Romance, Thriller, Animation, Crime, Fantasy"
ts88283,Wu Assassins,Show,2019,TV-MA,44,1,6.4,12799,US,"Scifi, Action, Crime, Drama, Fantasy"
